Day,Time,Area1,Area2,Area3,Area4,Area5
3,21:30,0.097948275,0.496932515,0,0.719285714,0.353252323
3,21:45,0.084560423,0.470143149,0,0.792857143,0.449606862
3,22:00,0.068950082,0.445705521,0,0.804285714,0.473338099
3,22:15,0.030691518,0.434253579,0,0.782857143,0.569978556
3,22:30,0.068156336,0.450817996,0,0.678571429,0.563688349
3,22:45,0.056355977,0.462372188,0,0.555714286,0.449606862
3,23:00,0.04730727,0.452351738,0,0.557142857,0.295353824
3,23:15,0.069267581,0.508588957,0,0.627142857,0.22115797
3,23:30,0.101070343,0.542944785,0,0.524285714,0.25761258
3,23:45,0.136524338,0.501329243,0.0393,0.521428571,0.314653324
4,0:00,0.136524338,0.505316973,0.057,0.507142857,0.429878485
4,0:15,0.16271796,0.498977505,0.057,0.48,0.443888492
4,0:30,0.187906172,0.530368098,0.0975,0.462857143,0.449177984
4,0:45,0.14636679,0.530777096,0.08675,0.452857143,0.470335954
4,1:00,0.14636679,0.526584867,0.08925,0.465714286,0.423731237
4,1:15,0.135148511,0.521165644,0.07825,0.418571429,0.351250893
4,1:30,0.126099805,0.516871166,0.053,0.398571429,0.341815583
4,1:45,0.081967519,0.485480573,0.02075,0.394285714,0.300929235
4,2:00,0.081967519,0.489877301,0.02475,0.401428571,0.314224446
4,2:15,0.075511717,0.488139059,0.014,0.394285714,0.363116512
4,2:30,0.077522541,0.517689162,0.0215,0.338571429,0.321515368
4,2:45,0.071437153,0.474233129,0.017,0.298571429,0.238170122
4,3:00,0.071437153,0.395603272,0,0.149285714,0.163116512
4,3:15,0.040481054,0.373210634,0,0.141785714,0.191708363
4,3:30,0.035506911,0.35593047,0,0.134285714,0.13652609
4,3:45,0.030744434,0.315848671,0,0.168571429,0.068048606
4,4:00,0.030744434,0.322597137,0,0.144285714,0.071336669
4,4:15,0.028574861,0.304601227,0,0.072142857,0.110221587
4,4:30,0.029104025,0.302658487,0,0.036071429,0.109935668
4,4:45,0.010953697,0.310736196,0,0.051607143,0.135954253
4,5:00,0.010953697,0.306134969,0,0.067142857,0.137526805
4,5:15,0.010742031,0.313087935,0,0.064285714,0.154967834
4,5:30,0.022595307,0.350817996,0,0.082857143,0.193566833
4,5:45,0.044343951,0.407259714,0,0.071428571,0.215153681
4,6:00,0.044343951,0.412167689,0,0.035714286,0.280343102
4,6:15,0.047730602,0.443456033,0,0.114285714,0.174553252
4,6:30,0.045719778,0.386809816,0,0.192857143,0.130235883
4,6:45,0.013969932,0.293865031,0,0.197142857,0.105503931
4,7:00,0.013969932,0.252351738,0,0.198571429,0.08463188
4,7:15,0.011800359,0.258793456,0,0.188571429,0.071622588
4,7:30,0.002222489,0.315439673,0,0.197142857,0.076054325
4,7:45,0,0.345092025,0,0.19,0.058327377
4,8:00,0,0.34202454,0,0.171428571,0.058899214
4,8:15,0,0.359406953,0,0.085714286,0.089063617
4,8:30,0,0.452351738,0,0.042857143,0.098213009
4,8:45,0,0.500817996,0,0.021428571,0.128520372
4,9:00,0,0.472699387,0,0.010714286,0.121944246
4,9:15,0,0.541104294,0,0,0.14224446
4,9:30,0,0.579856851,0,0.123571429,0.109220872
4,9:45,0,0.559815951,0,0.247142857,0.072194425
4,10:00,0,0.279907975,0,0.282857143,0.129521086
4,10:15,0,0.139953988,0,0.257142857,0.128663331
4,10:30,0,0.069976994,0,0.267142857,0.116940672
4,10:45,0,0.034988497,0,0.231428571,0.10393138
4,11:00,0,0.15921204,0,0.115714286,0.048749107
4,11:15,0,0.283435583,0,0.113571429,0.089921372
4,11:30,0,0.279345603,0,0.111428571,0.067476769
4,11:45,0,0.265541922,0,0.090714286,0.055182273
4,12:00,0,0.273721881,0,0.07,0.034453181
4,12:15,0,0.232617587,0,0.032857143,0.042172981
4,12:30,0,0.233844581,0,0.025714286,0.064903503
4,12:45,0,0.283333333,0,0,0.051322373
4,13:00,0,0.217484663,0,0,0.063616869
4,13:15,0,0.161145194,0,0,0.07891351
4,13:30,0,0.131595092,0,0,0.070050036
4,13:45,0,0.114110429,0,0,0.062044317
4,14:00,0,0.110633947,0,0,0.065904217
4,14:15,0,0.093865031,0,0,0.066761973
4,14:30,0,0.129754601,0,0,0.088634739
4,14:45,0,0.127607362,0,0,0.08649035
4,15:00,0,0.103067485,0,0,0.093781272
4,15:15,0.001799158,0.071165644,0,0,0.079199428
4,15:30,0.001799158,0.067689162,0,0,0.071908506
4,15:45,0.014340347,0.046625767,0,0,0.070335954
4,16:00,0.018361994,0.02392638,0,0,0.108363117
4,16:15,0.014499096,0.009304703,0,0,0.145675482
4,16:30,0.014499096,0.007464213,0,0,0.104217298
4,16:45,0.022171976,0.010327198,0,0,0.104789135
4,17:00,0.023018638,0.008997955,0,0,0.107076483
4,17:15,0.0067733,0,0,0,0.110221587
4,17:30,0.0067733,0,0,0,0.121944246
4,17:45,0.00206374,0,0,0,0.159399571
4,18:00,0,0,0,0,0.209435311
4,18:15,0,0,0,0,0.235310936
4,18:30,0,0.006748466,0,0,0.231593996
4,18:45,0.002487071,0.005214724,0,0,0.264188706
4,19:00,0.008678291,0,0,0,0.320514653
4,19:15,0,0,0,0,0.268620443
4,19:30,0,0.008895706,0,0,0.220443174
4,19:45,0,0.013496933,0,0,0.262330236
4,20:00,0.014393263,0.016666667,0,0,0.246032881
4,20:15,0.064187605,0.025869121,0,0,0.267047891
4,20:30,0.064187605,0.041206544,0,0,0.230307362
4,20:45,0.0619122,0.053680982,0,0,0.245889921
4,21:00,0.030162354,0.043456033,0,0,0.208434596
4,21:15,0.056938057,0.025869121,0,0,0.235310936
4,21:30,0.056938057,0.012269939,0,0,0.218012866
4,21:45,0.04730727,0.016768916,0,0,0.367119371
4,22:00,0.044079369,0.015132924,0,0,0.441458184
4,22:15,0.035930242,0.007259714,0,0,0.382273052
4,22:30,0.035930242,0.012576687,0,0,0.393423874
4,22:45,0.030162354,0.021676892,0,0,0.350250179
4,23:00,0.011112446,0.037321063,0,0,0.343674053
4,23:15,0.023653635,0.028527607,0,0,0.336383131
4,23:30,0.023653635,0.023517382,0,0,0.365260901
4,23:45,0.036036075,0.0200409,0,0,0.449177984
5,0:00,0.029844855,0.024437628,0,0,0.518513224
5,0:15,0.035242329,0.066564417,0.029125,0,0.576554682
5,0:30,0.035242329,0.10194274,0.05825,0,0.446318799
5,0:45,0.033390255,0.081186094,0.08125,0,0.34238742
5,1:00,0.030321103,0.058384458,0.09475,0,0.342816297
5,1:15,0.034448583,0.048875256,0.15625,0,0.360257327
5,1:30,0.034448583,0.041206544,0.16125,0.012857143,0.289206576
5,1:45,0.039740224,0.033640082,0.179,0.017142857,0.340243031
5,2:00,0.052598911,0.02607362,0.1925,0.011428571,0.433881344
5,2:15,0.065245933,0.013087935,0.24525,0.011428571,0.470621873
5,2:30,0.065245933,0.012269939,0.28825,0,0.394710508
5,2:45,0.058684299,0.025255624,0.46075,0,0.346533238
5,3:00,0.05630306,0.033742331,0.44175,0.017142857,0.344388849
5,3:15,0.071595903,0.014928425,0.30225,0.018571429,0.360543245
5,3:30,0.071595903,0.010224949,0.33425,0.021428571,0.579699786
5,3:45,0.097101612,0.030981595,0.3525,0.015714286,0.615725518
5,4:00,0.078633785,0.027709611,0.3705,0.017142857,0.692208721
5,4:15,0.118691507,0.010633947,0.388,0.024285714,0.768548964
5,4:30,0.118691507,0.01196319,0.45325,0.042857143,0.743531094
5,4:45,0.115992771,0.009611452,0.444,0.074285714,0.672766262
5,5:00,0.114034863,0,0.40975,0.071428571,0.695925661
5,5:15,0.128798542,0,0.266,0.067142857,0.810293066
5,5:30,0.128798542,0,0.27025,0.047142857,0.831879914
5,5:45,0.116945266,0,0.18975,0.012857143,0.716511794
5,6:00,0.124459396,0,0.09975,0,0.573981415
5,6:15,0.119432337,0,0.0385,0,0.512508935
5,6:30,0.119432337,0,0.0385,0,0.603002144
5,6:45,0.136365588,0,0.0385,0,0.544817727
5,7:00,0.12779313,0,0.0385,0,0.529949964
5,7:15,0.158167149,0,0.0385,0,0.669621158
5,7:30,0.158167149,0,0.0385,0,0.604002859
5,7:45,0.111971123,0,0.0385,0,0.567977127
5,8:00,0.088740819,0,0.0385,0,0.60185847
5,8:15,0.095619953,0.006646217,0.0385,0,0.508363117
5,8:30,0.095619953,0.028118609,0.0385,0,0.432308792
5,8:45,0.118532758,0.061656442,0.0385,0,0.429878485
5,9:00,0.1064149,0.08404908,0.0385,0,0.541672623
5,9:15,0.099482851,0.094376278,0.0385,0,0.593280915
5,9:30,0.099482851,0.116359918,0.01925,0,0.592994996
5,9:45,0.088105822,0.142944785,0.01775,0,0.706933524
5,10:00,0.103398665,0.173108384,0.01625,0,0.451608292
5,10:15,0.052704744,0.190184049,0.04375,0,0.543245175
5,10:30,0.052704744,0.215439673,0.03125,0,0.489778413
5,10:45,0.066939259,0.236196319,0.05625,0,0.413724089
5,11:00,0.054768484,0.24406953,0.1335,0,0.497355254
5,11:15,0.036935654,0.293353783,0.204,0,0.564117227
5,11:30,0.036935654,0.316973415,0.276,0,0.551250893
5,11:45,0.017938663,0.364928425,0.246,0.007142857,0.574553252
5,12:00,0.030479852,0.33803681,0.3255,0.057142857,0.566976412
5,12:15,0.034395666,0.394274029,0.327,0.091428571,0.499499643
5,12:30,0.034395666,0.440286299,0.299,0.051428571,0.533095068
5,12:45,0.029791939,0.453783231,0.3035,0.061428571,0.623445318
5,13:00,0.035295245,0.474642127,0.31525,0.151428571,0.604002859
5,13:15,0.036088992,0.51206544,0.27075,0.264285714,0.733523946
5,13:30,0.036088992,0.50807771,0.1835,0.271428571,0.593566833
5,13:45,0.024976545,0.513190184,0.15975,0.2,0.511937098
5,14:00,0,0.520552147,0.138,0.174285714,0.452609006
5,14:15,0.013229102,0.564723926,0.144,0.22,0.508649035
5,14:30,0.013229102,0.556339468,0.1365,0.197142857,0.706361687
5,14:45,0.004762477,0.556134969,0.15875,0.182857143,0.757112223
5,15:00,0.007725796,0.526482618,0.15025,0.262857143,0.735811294
5,15:15,0.006032471,0.552556237,0.16325,0.328571429,0.692494639
5,15:30,0.006032471,0.556850716,0.1495,0.328571429,0.502072909
5,15:45,0,0.548875256,0.126,0.312857143,0.475768406
5,16:00,0,0.566973415,0.133,0.292857143,0.569835597
5,16:15,0,0.619120654,0.194,0.277142857,0.478198713
5,16:30,0,0.627505112,0.175,0.25,0.52108649
5,16:45,0,0.679038855,0.21275,0.505714286,0.597426733
5,17:00,0,0.64601227,0.23975,0.631428571,0.472623302
5,17:15,0,0.612269939,0.331,0.545714286,0.375268049
5,17:30,0,0.620858896,0.2925,0.272857143,0.237598284
5,17:45,0.014499096,0.666871166,0.265,0.136428571,0.208148678
5,18:00,0.204574841,0.70593047,0.22625,0.068214286,0.210007148
